lb 342288 ub 20639848 before adjustment
lb 0 ub 20297560 after adjustment
costs ready
12 variables 78 functions 342288 lb, 20297560 ub
Iteration 0  lb 342311 ub 20639848  cores 3 3 3  time 25.4123 0.19643
Iteration 1  lb 342327 ub 20639848  cores 6 6 3  time 30.1767 0.430884
Iteration 2  lb 342330 ub 20639848  cores 9 9 3  time 34.7091 0.668606
Iteration 3  lb 342332 ub 20639848  cores 12 12 3  time 37.2575 0.911897
Iteration 4  lb 342334 ub 20639848  cores 15 15 3  time 38.7761 1.15608
Iteration 5  lb 342335 ub 20639848  cores 17 17 2  time 40.0878 1.40857
Iteration 6  lb 342339 ub 20639848  cores 20 20 3  time 43.5291 1.66716
Iteration 7  lb 342349 ub 20639848  cores 23 23 3  time 48.6959 1.96955
Iteration 8  lb 342351 ub 20639848  cores 25 25 2  time 49.9691 2.27003
Iteration 9  lb 342352 ub 20639848  cores 27 27 2  time 50.3367 2.57586
Iteration 10  lb 342354 ub 20639848  cores 29 29 2  time 50.8825 2.95881
Iteration 11  lb 342355 ub 20639848  cores 31 31 2  time 51.3255 3.34141
Iteration 12  lb 342357 ub 20639848  cores 33 33 2  time 52.0483 3.71784
Iteration 13  lb 342358 ub 20639848  cores 35 35 2  time 52.8365 4.12269
Iteration 14  lb 342359 ub 20639848  cores 37 37 2  time 53.4097 4.52012
Iteration 15  lb 342361 ub 20639848  cores 39 39 2  time 54.2255 4.89551
Iteration 16  lb 342361 ub 20639848  cores 41 41 2  time 54.7012 5.28787
Iteration 17  lb 342361 ub 20639848  cores 43 43 2  time 55.0311 5.65067
Iteration 18  lb 342362 ub 20639848  cores 45 45 2  time 55.6509 5.98771
Iteration 19  lb 342363 ub 20639848  cores 47 46 2  time 56.0537 6.42168
Iteration 20  lb 342363 ub 20639848  cores 49 48 2  time 56.4574 6.83424
Iteration 21  lb 342363 ub 20639848  cores 51 49 2  time 56.8957 7.19738
Iteration 22  lb 342364 ub 20639848  cores 53 51 2  time 57.7204 7.66225
Iteration 23  lb 342364 ub 20639848  cores 55 53 2  time 57.9821 8.29288
Iteration 24  lb 342365 ub 20639848  cores 57 55 2  time 58.3797 8.88873
Iteration 25  lb 342366 ub 20639848  cores 59 57 2  time 59.2846 9.23852
Iteration 26  lb 342366 ub 20639848  cores 61 59 2  time 59.5962 9.67703
Iteration 27  lb 342366 ub 20639848  cores 64 62 3  time 60.7459 10.396
Iteration 28  lb 342366 ub 20639848  cores 67 65 3  time 62.7064 10.7454
Iteration 29  lb 342366 ub 20639848  cores 69 67 2  time 64.0419 11.3602
Iteration 30  lb 342367 ub 20639848  cores 72 70 3  time 65.2486 11.7151
Iteration 31  lb 342368 ub 20639848  cores 74 72 2  time 66.1021 12.0769
