lb 159214 ub 4455392 before adjustment
lb 0 ub 4296178 after adjustment
costs ready
13 variables 91 functions 159214 lb, 4296178 ub
Iteration 0  lb 159221 ub 4455392  cores 4 4 4  time 0.138989 0.038745
Iteration 1  lb 159224 ub 4455392  cores 7 7 3  time 0.270391 0.088477
Iteration 2  lb 159226 ub 4455392  cores 11 11 4  time 0.484475 0.136707
Iteration 3  lb 159231 ub 4455392  cores 15 15 4  time 0.805304 0.185734
Iteration 4  lb 159234 ub 4455392  cores 18 18 3  time 1.03745 0.259583
Iteration 5  lb 159235 ub 4455392  cores 21 21 3  time 1.19583 0.32948
Iteration 6  lb 159236 ub 4455392  cores 25 24 4  time 1.34599 0.409244
Iteration 7  lb 159236 ub 4455392  cores 29 28 4  time 1.41381 0.476829
Iteration 8  lb 159237 ub 4455392  cores 33 32 4  time 1.61078 0.535313
Iteration 9  lb 159240 ub 4455392  cores 37 36 4  time 1.85402 0.632656
Iteration 10  lb 159241 ub 4455392  cores 40 39 3  time 2.04517 0.755557
Iteration 11  lb 159241 ub 4455392  cores 43 42 3  time 2.21448 0.814457
Iteration 12  lb 159242 ub 4455392  cores 45 44 2  time 2.29636 0.898321
Iteration 13  lb 159243 ub 4455392  cores 48 47 3  time 2.45087 1.00308
Iteration 14  lb 159246 ub 4455392  cores 50 49 2  time 2.89308 1.08878
Iteration 15  lb 159247 ub 4455392  cores 53 52 3  time 3.03619 1.21116
Iteration 16  lb 159247 ub 4455392  cores 56 55 3  time 3.37974 1.3319
Iteration 17  lb 159249 ub 4455392  cores 59 58 3  time 3.47833 1.44001
Iteration 18  lb 159249 ub 4455392  cores 62 60 3  time 3.59336 1.58056
Iteration 19  lb 159250 ub 4455392  cores 65 63 3  time 3.67491 1.68799
Iteration 20  lb 159251 ub 4455392  cores 68 66 3  time 3.75195 1.7862
Iteration 21  lb 159253 ub 4455392  cores 71 69 3  time 3.88374 1.96068
Iteration 22  lb 159254 ub 4455392  cores 74 72 3  time 4.01051 2.06221
Iteration 23  lb 159255 ub 4455392  cores 78 75 4  time 4.14373 2.19225
Iteration 24  lb 159255 ub 4455392  cores 81 78 3  time 4.1955 2.40792
Iteration 25  lb 159256 ub 4455392  cores 84 81 3  time 4.32889 2.53392
Iteration 26  lb 159258 ub 4455392  cores 87 84 3  time 5.01107 2.67021
Iteration 27  lb 159259 ub 4455392  cores 90 87 3  time 5.28255 2.84329
Iteration 28  lb 159259 ub 4455392  cores 92 89 2  time 5.42914 2.98445
Iteration 29  lb 159259 ub 4455392  cores 95 92 3  time 5.58385 3.2003
Iteration 30  lb 159259 ub 4455392  cores 98 95 3  time 5.6774 3.34082
Iteration 31  lb 159259 ub 4455392  cores 100 97 2  time 6.22949 3.48804
Iteration 32  lb 159260 ub 4455392  cores 102 99 2  time 6.37087 3.75964
Iteration 33  lb 159260 ub 4455392  cores 104 101 2  time 6.46307 4.12492
Iteration 34  lb 159261 ub 4455392  cores 108 105 4  time 6.72121 4.24991
Iteration 35  lb 159262 ub 4455392  cores 111 107 3  time 6.82454 4.41063
Iteration 36  lb 159263 ub 4455392  cores 114 110 3  time 6.92533 4.66555
Iteration 37  lb 159264 ub 4455392  cores 117 112 3  time 6.9984 5.33119
Iteration 38  lb 159264 ub 4455392  cores 119 114 2  time 7.04187 5.9771
Iteration 39  lb 159264 ub 4455392  cores 122 117 3  time 7.23003 6.54496
Iteration 40  lb 159265 ub 4455392  cores 124 119 2  time 7.29845 7.15491
Iteration 41  lb 159265 ub 4455392  cores 127 122 3  time 7.33889 7.74709
Iteration 42  lb 159265 ub 4455392  cores 130 125 3  time 7.40585 8.48823
Iteration 43  lb 159265 ub 4455392  cores 132 127 2  time 7.47477 9.38524
Iteration 44  lb 159265 ub 4455392  cores 135 130 3  time 7.94078 10.3931
Iteration 45  lb 159265 ub 4455392  cores 138 133 3  time 8.03081 11.2379
Iteration 46  lb 159266 ub 4455392  cores 141 136 3  time 8.18425 11.9189
Iteration 47  lb 159266 ub 4455392  cores 144 139 3  time 8.27843 12.9528
Iteration 48  lb 159266 ub 4455392  cores 146 141 2  time 8.41381 13.4492
Iteration 49  lb 159266 ub 4455392  cores 149 144 3  time 8.57656 14.3023
Iteration 50  lb 159267 ub 4455392  cores 152 147 3  time 8.92098 15.1619
Iteration 51  lb 159267 ub 4455392  cores 155 149 3  time 9.03592 16.2998
Iteration 52  lb 159267 ub 4455392  cores 157 151 2  time 9.11262 17.4789
Iteration 53  lb 159267 ub 4455392  cores 159 153 2  time 9.2228 18.225
Iteration 54  lb 159268 ub 4455392  cores 161 155 2  time 9.3276 19.0893
Iteration 55  lb 159268 ub 4455392  cores 164 157 3  time 9.45719 19.8432
