lb 4532 ub 131424 before adjustment
1005 unsorted cost functions
lb 0 ub 126892 after adjustment
costs ready
ub 119259 after 2nd adjustment
685 variables 1843 functions 4532 lb, 119259 ub
Iteration 0  lb 5054 ub 123791  cores 17 17 17  time 0.009361 0.002513
Iteration 1  lb 5743 ub 123791  cores 31 30 14  time 0.015923 0.006713
Iteration 2  lb 5989 ub 123791  cores 43 41 12  time 0.021372 0.010969
Iteration 3  lb 6107 ub 123791  cores 54 51 11  time 0.026397 0.018694
Iteration 4  lb 6197 ub 123791  cores 66 61 12  time 0.03232 0.031346
Iteration 5  lb 6282 ub 123791  cores 74 67 8  time 0.036337 0.04516
Iteration 6  lb 6337 ub 123791  cores 84 76 10  time 0.041621 0.05469
Iteration 7  lb 6457 ub 123791  cores 96 88 12  time 0.047365 0.068888
Iteration 8  lb 6598 ub 123791  cores 103 94 7  time 0.050846 0.090505
Iteration 9  lb 6626 ub 123791  cores 112 103 9  time 0.055457 0.107235
Iteration 10  lb 6707 ub 123791  cores 118 107 6  time 0.058779 0.137693
Iteration 11  lb 6710 ub 123791  cores 123 112 5  time 0.061434 0.16314
Iteration 12  lb 6719 ub 123791  cores 128 117 5  time 0.06432 0.181392
Iteration 13  lb 6732 ub 123791  cores 132 120 4  time 0.066589 0.213207
Iteration 14  lb 6776 ub 123791  cores 137 125 5  time 0.069823 0.243727
Iteration 15  lb 6779 ub 123791  cores 142 130 5  time 0.07267 0.276387
Iteration 16  lb 6799 ub 123791  cores 146 131 4  time 0.075085 0.301777
Iteration 17  lb 6801 ub 123791  cores 150 134 4  time 0.077375 0.337919
Iteration 18  lb 6822 ub 123791  cores 154 138 4  time 0.079492 0.372715
Iteration 19  lb 6825 ub 123791  cores 157 141 3  time 0.081301 0.41137
Iteration 20  lb 6826 ub 123791  cores 160 144 3  time 0.083091 0.473412
Iteration 21  lb 6828 ub 123791  cores 164 148 4  time 0.085247 0.518475
Iteration 22  lb 6835 ub 123791  cores 168 151 4  time 0.087682 0.567788
Iteration 23  lb 6844 ub 123791  cores 172 154 4  time 0.08994 0.640625
Iteration 24  lb 6846 ub 123791  cores 177 159 5  time 0.092569 0.718798
Iteration 25  lb 6853 ub 123791  cores 181 163 4  time 0.09471 0.793233
Iteration 26  lb 6854 ub 123791  cores 183 164 2  time 0.09594 0.887415
Iteration 27  lb 6858 ub 123791  cores 187 168 4  time 0.098156 0.991168
Iteration 28  lb 6862 ub 123791  cores 192 173 5  time 0.100708 1.09563
Iteration 29  lb 6865 ub 123791  cores 197 178 5  time 0.10358 1.19201
Iteration 30  lb 6874 ub 123791  cores 202 183 5  time 0.10619 1.29378
Iteration 31  lb 6879 ub 123791  cores 207 188 5  time 0.108799 1.37548
Iteration 32  lb 6879 ub 123791  cores 211 191 4  time 0.11115 1.50949
Iteration 33  lb 6879 ub 123791  cores 215 195 4  time 0.113926 1.60419
Iteration 34  lb 6880 ub 123791  cores 219 199 4  time 0.116038 1.73041
Iteration 35  lb 6897 ub 123791  cores 223 202 4  time 0.118251 1.85045
Iteration 36  lb 6897 ub 123791  cores 226 205 3  time 0.120078 2.00679
Iteration 37  lb 6897 ub 123791  cores 230 209 4  time 0.122297 2.13899
Iteration 38  lb 6897 ub 123791  cores 233 212 3  time 0.124197 2.25744
Iteration 39  lb 6898 ub 123791  cores 236 215 3  time 0.126538 2.43212
Iteration 40  lb 6901 ub 123791  cores 239 218 3  time 0.12825 2.62395
Iteration 41  lb 6903 ub 123791  cores 241 220 2  time 0.129534 2.84992
Iteration 42  lb 6903 ub 123791  cores 243 222 2  time 0.13116 3.0122
Iteration 43  lb 6904 ub 123791  cores 246 225 3  time 0.132866 3.22642
Iteration 44  lb 6905 ub 123791  cores 248 227 2  time 0.134181 3.40358
Iteration 45  lb 6906 ub 123791  cores 251 230 3  time 0.135948 3.60958
Iteration 46  lb 6906 ub 123791  cores 254 233 3  time 0.137663 3.83611
Iteration 47  lb 6907 ub 123791  cores 257 236 3  time 0.13949 4.08856
Iteration 48  lb 6909 ub 123791  cores 261 239 4  time 0.141701 4.30814
Iteration 49  lb 6916 ub 123791  cores 263 241 2  time 0.14341 4.57837
Iteration 50  lb 6919 ub 123791  cores 266 243 3  time 0.145744 4.81956
Iteration 51  lb 6919 ub 123791  cores 268 245 2  time 0.14703 5.10628
Iteration 52  lb 6923 ub 123791  cores 270 247 2  time 0.148317 5.33833
Iteration 53  lb 6923 ub 123791  cores 272 249 2  time 0.149642 5.67528
Iteration 54  lb 6923 ub 123791  cores 275 252 3  time 0.151549 5.95647
Iteration 55  lb 6924 ub 123791  cores 279 254 4  time 0.153714 6.19743
Iteration 56  lb 6924 ub 123791  cores 282 257 3  time 0.155688 6.39996
Iteration 57  lb 6926 ub 123791  cores 286 261 4  time 0.15802 6.72396
Iteration 58  lb 6927 ub 123791  cores 289 263 3  time 0.159688 7.03808
Iteration 59  lb 6929 ub 123791  cores 291 265 2  time 0.160955 7.31484
Iteration 60  lb 6934 ub 123791  cores 295 269 4  time 0.163272 7.54589
Iteration 61  lb 6934 ub 123791  cores 298 272 3  time 0.165109 7.85705
Iteration 62  lb 6936 ub 123791  cores 302 276 4  time 0.167309 8.24979
Iteration 63  lb 6936 ub 123791  cores 304 278 2  time 0.168601 8.64817
Iteration 64  lb 6940 ub 123791  cores 307 281 3  time 0.170443 8.91437
Iteration 65  lb 6941 ub 123791  cores 310 282 3  time 0.172178 9.17842
Iteration 66  lb 6942 ub 123791  cores 314 286 4  time 0.174388 9.53539
Iteration 67  lb 6942 ub 123791  cores 318 290 4  time 0.176684 9.83495
Iteration 68  lb 6942 ub 123791  cores 321 293 3  time 0.178474 10.2796
Iteration 69  lb 6942 ub 123791  cores 323 295 2  time 0.179909 10.7189
Iteration 70  lb 6942 ub 123791  cores 326 298 3  time 0.181676 11.2028
Iteration 71  lb 6945 ub 123791  cores 328 300 2  time 0.183186 11.606
Iteration 72  lb 6945 ub 123791  cores 331 303 3  time 0.185217 12.0821
Iteration 73  lb 6948 ub 123791  cores 333 305 2  time 0.186656 12.5033
Iteration 74  lb 6948 ub 123791  cores 336 308 3  time 0.188362 12.9318
Iteration 75  lb 6950 ub 123791  cores 339 310 3  time 0.190177 13.3021
Iteration 76  lb 6953 ub 123791  cores 342 313 3  time 0.192541 13.7336
Iteration 77  lb 6953 ub 123791  cores 345 316 3  time 0.1943 14.1936
Iteration 78  lb 6954 ub 123791  cores 348 318 3  time 0.196262 14.5571
Iteration 79  lb 6955 ub 123791  cores 351 321 3  time 0.197924 15.0007
Iteration 80  lb 6955 ub 123791  cores 355 325 4  time 0.200099 15.59
Iteration 81  lb 6955 ub 123791  cores 357 327 2  time 0.201325 16.0742
