lb 3915 ub 120355 before adjustment
1055 unsorted cost functions
lb 0 ub 116440 after adjustment
costs ready
ub 95672 after 2nd adjustment
684 variables 1813 functions 3915 lb, 95672 ub
Iteration 0  lb 4834 ub 99587  cores 16 16 16  time 0.006847 0.00207
Iteration 1  lb 4958 ub 99587  cores 27 27 11  time 0.011642 0.006819
Iteration 2  lb 5159 ub 99587  cores 37 35 10  time 0.0161 0.010308
Iteration 3  lb 5369 ub 99587  cores 43 41 6  time 0.018582 0.015273
Iteration 4  lb 5415 ub 99587  cores 49 46 6  time 0.021143 0.02002
Iteration 5  lb 5456 ub 99587  cores 57 54 8  time 0.024955 0.024951
Iteration 6  lb 5522 ub 99587  cores 63 60 6  time 0.027618 0.034847
Iteration 7  lb 5534 ub 99587  cores 69 65 6  time 0.030286 0.044684
Iteration 8  lb 5553 ub 99587  cores 74 69 5  time 0.03283 0.054198
Iteration 9  lb 5618 ub 99587  cores 81 76 7  time 0.035747 0.061598
Iteration 10  lb 5696 ub 99587  cores 88 83 7  time 0.038712 0.068235
Iteration 11  lb 5840 ub 99587  cores 95 90 7  time 0.041675 0.084714
Iteration 12  lb 5915 ub 99587  cores 102 97 7  time 0.044811 0.109404
Iteration 13  lb 5931 ub 99587  cores 108 103 6  time 0.047407 0.14254
Iteration 14  lb 5932 ub 99587  cores 115 108 7  time 0.050341 0.15679
Iteration 15  lb 5932 ub 99587  cores 119 112 4  time 0.05229 0.176666
Iteration 16  lb 5996 ub 99587  cores 124 117 5  time 0.054592 0.196454
Iteration 17  lb 6043 ub 99587  cores 129 121 5  time 0.056841 0.219274
Iteration 18  lb 6046 ub 99587  cores 134 126 5  time 0.059162 0.241202
Iteration 19  lb 6067 ub 99587  cores 139 131 5  time 0.061394 0.264603
Iteration 20  lb 6069 ub 99587  cores 144 136 5  time 0.063767 0.290024
Iteration 21  lb 6069 ub 99587  cores 148 140 4  time 0.065583 0.360853
Iteration 22  lb 6086 ub 99587  cores 151 143 3  time 0.067195 0.431768
Iteration 23  lb 6094 ub 99587  cores 155 147 4  time 0.069056 0.452657
Iteration 24  lb 6109 ub 99587  cores 162 153 7  time 0.071856 0.469893
Iteration 25  lb 6109 ub 99587  cores 165 156 3  time 0.07334 0.488846
Iteration 26  lb 6130 ub 99587  cores 168 159 3  time 0.074809 0.510342
Iteration 27  lb 6141 ub 99587  cores 172 163 4  time 0.076873 0.536909
Iteration 28  lb 6192 ub 99587  cores 176 165 4  time 0.078983 0.596163
Iteration 29  lb 6205 ub 99587  cores 182 170 6  time 0.081592 0.639531
Iteration 30  lb 6208 ub 99587  cores 186 173 4  time 0.083897 0.676537
Iteration 31  lb 6213 ub 99587  cores 188 175 2  time 0.085059 0.715765
Iteration 32  lb 6231 ub 99587  cores 193 180 5  time 0.087378 0.782573
Iteration 33  lb 6235 ub 99587  cores 196 183 3  time 0.088881 0.841147
