lb 12118 ub 34348 before adjustment
1149 unsorted cost functions
lb 0 ub 22230 after adjustment
costs ready
233 variables 2199 functions 12118 lb, 22230 ub
Iteration 0  lb 14176 ub 34348  cores 50 50 50  time 0.015192 0.001432
Iteration 1  lb 14185 ub 34348  cores 84 83 34  time 0.025079 0.003332
Iteration 2  lb 14201 ub 34348  cores 114 112 30  time 0.033502 0.010221
Iteration 3  lb 14220 ub 34348  cores 143 141 29  time 0.041483 0.018194
Iteration 4  lb 15209 ub 34348  cores 169 166 26  time 0.048809 0.034149
Iteration 5  lb 16207 ub 34348  cores 197 190 28  time 0.057362 0.046795
Iteration 6  lb 16212 ub 34348  cores 219 212 22  time 0.064353 0.064161
Iteration 7  lb 16215 ub 34348  cores 240 232 21  time 0.07062 0.086919
Iteration 8  lb 16222 ub 34348  cores 261 252 21  time 0.076759 0.120298
Iteration 9  lb 17211 ub 34348  cores 281 271 20  time 0.082538 0.154957
Iteration 10  lb 17217 ub 34348  cores 303 290 22  time 0.089023 0.190001
Iteration 11  lb 17220 ub 34348  cores 322 304 19  time 0.094813 0.244946
Iteration 12  lb 17227 ub 34348  cores 339 320 17  time 0.099894 0.302463
Iteration 13  lb 17229 ub 34348  cores 359 339 20  time 0.105287 0.364927
Iteration 14  lb 17236 ub 34348  cores 378 358 19  time 0.110519 0.483312
Iteration 15  lb 18225 ub 34348  cores 398 378 20  time 0.115838 0.618503
Iteration 16  lb 18230 ub 34348  cores 418 398 20  time 0.1215 0.753073
Iteration 17  lb 18232 ub 34348  cores 434 412 16  time 0.126087 0.970052
Iteration 18  lb 18234 ub 34348  cores 449 427 15  time 0.130398 1.10859
Iteration 19  lb 18238 ub 34348  cores 466 444 17  time 0.13514 1.25882
Iteration 20  lb 18243 ub 34348  cores 477 454 11  time 0.138541 1.41745
Iteration 21  lb 18245 ub 34348  cores 488 462 11  time 0.141992 1.53186
Iteration 22  lb 18247 ub 34348  cores 502 474 14  time 0.146111 2.23439
Iteration 23  lb 19226 ub 34348  cores 516 487 14  time 0.150192 2.48794
Iteration 24  lb 19228 ub 34348  cores 533 504 17  time 0.155514 2.88656
Iteration 25  lb 19230 ub 34348  cores 550 517 17  time 0.160446 3.19463
Iteration 26  lb 19232 ub 34348  cores 562 528 12  time 0.163924 3.62882
Iteration 27  lb 19234 ub 34348  cores 573 539 11  time 0.167157 4.76563
Iteration 28  lb 19234 ub 34348  cores 584 549 11  time 0.170422 5.68255
Iteration 29  lb 19235 ub 34348  cores 596 560 12  time 0.17401 6.62146
Iteration 30  lb 19236 ub 34348  cores 608 570 12  time 0.177647 7.82353
