lb 2454 ub 90454 before adjustment
805 unsorted cost functions
lb 0 ub 88000 after adjustment
costs ready
ub 74391 after 2nd adjustment
467 variables 1326 functions 2454 lb, 74391 ub
Iteration 0  lb 4291 ub 76845  cores 15 15 15  time 0.004962 0.001959
Iteration 1  lb 5313 ub 76845  cores 28 28 13  time 0.008637 0.004001
Iteration 2  lb 5400 ub 76845  cores 35 33 7  time 0.010608 0.007068
Iteration 3  lb 5402 ub 76845  cores 38 36 3  time 0.011595 0.010278
Iteration 4  lb 5404 ub 76845  cores 41 39 3  time 0.012623 0.013479
Iteration 5  lb 5410 ub 76845  cores 44 42 3  time 0.013654 0.017483
Iteration 6  lb 5422 ub 76845  cores 47 45 3  time 0.014743 0.022787
Iteration 7  lb 5428 ub 76845  cores 52 50 5  time 0.016563 0.027959
Iteration 8  lb 5507 ub 76845  cores 56 54 4  time 0.017826 0.035438
Iteration 9  lb 5509 ub 76845  cores 59 57 3  time 0.018848 0.041556
Iteration 10  lb 5514 ub 76845  cores 62 59 3  time 0.019901 0.05046
Iteration 11  lb 5660 ub 76845  cores 66 62 4  time 0.021315 0.063402
Iteration 12  lb 5667 ub 76845  cores 69 65 3  time 0.022336 0.072016
Iteration 13  lb 5667 ub 76845  cores 72 68 3  time 0.023384 0.083634
Iteration 14  lb 5667 ub 76845  cores 75 71 3  time 0.02435 0.091431
Iteration 15  lb 5667 ub 76845  cores 77 73 2  time 0.025071 0.10007
Iteration 16  lb 5669 ub 76845  cores 79 74 2  time 0.025868 0.110918
Iteration 17  lb 5669 ub 76845  cores 82 77 3  time 0.027011 0.124396
Iteration 18  lb 5669 ub 76845  cores 84 79 2  time 0.027827 0.138476
Iteration 19  lb 5669 ub 76845  cores 86 81 2  time 0.028599 0.149562
Iteration 20  lb 5669 ub 76845  cores 89 84 3  time 0.029659 0.166139
Iteration 21  lb 5669 ub 76845  cores 92 87 3  time 0.030724 0.180402
