lb 4817 ub 126863 before adjustment
935 unsorted cost functions
lb 0 ub 122046 after adjustment
costs ready
ub 94613 after 2nd adjustment
600 variables 1664 functions 4817 lb, 94613 ub
Iteration 0  lb 5346 ub 99430  cores 15 15 15  time 0.007147 0.00237
Iteration 1  lb 5516 ub 99430  cores 26 26 11  time 0.011462 0.0052
Iteration 2  lb 5574 ub 99430  cores 35 33 9  time 0.015347 0.010437
Iteration 3  lb 5655 ub 99430  cores 41 39 6  time 0.018076 0.01554
Iteration 4  lb 5677 ub 99430  cores 46 44 5  time 0.020149 0.020595
Iteration 5  lb 5764 ub 99430  cores 52 50 6  time 0.022561 0.02598
Iteration 6  lb 5833 ub 99430  cores 59 57 7  time 0.025317 0.031821
Iteration 7  lb 5848 ub 99430  cores 64 62 5  time 0.027544 0.038102
Iteration 8  lb 5887 ub 99430  cores 70 67 6  time 0.030555 0.044325
Iteration 9  lb 5907 ub 99430  cores 75 72 5  time 0.032986 0.051054
Iteration 10  lb 5928 ub 99430  cores 80 77 5  time 0.036451 0.058155
Iteration 11  lb 5958 ub 99430  cores 83 80 3  time 0.038045 0.073681
Iteration 12  lb 5983 ub 99430  cores 88 85 5  time 0.040237 0.086842
Iteration 13  lb 6005 ub 99430  cores 93 89 5  time 0.042452 0.098945
Iteration 14  lb 6022 ub 99430  cores 96 92 3  time 0.044011 0.118085
Iteration 15  lb 6026 ub 99430  cores 99 95 3  time 0.04548 0.136905
Iteration 16  lb 6026 ub 99430  cores 103 99 4  time 0.047307 0.156633
Iteration 17  lb 6026 ub 99430  cores 106 102 3  time 0.048842 0.17748
Iteration 18  lb 6044 ub 99430  cores 109 104 3  time 0.050367 0.200659
Iteration 19  lb 6046 ub 99430  cores 113 107 4  time 0.052334 0.22958
Iteration 20  lb 6046 ub 99430  cores 116 110 3  time 0.053743 0.253635
Iteration 21  lb 6048 ub 99430  cores 119 113 3  time 0.055248 0.274787
Iteration 22  lb 6056 ub 99430  cores 123 117 4  time 0.057149 0.298653
Iteration 23  lb 6066 ub 99430  cores 127 120 4  time 0.058901 0.324827
Iteration 24  lb 6067 ub 99430  cores 131 123 4  time 0.060682 0.391843
Iteration 25  lb 6070 ub 99430  cores 135 126 4  time 0.062595 0.413001
Iteration 26  lb 6076 ub 99430  cores 139 130 4  time 0.064482 0.479067
Iteration 27  lb 6079 ub 99430  cores 141 132 2  time 0.065573 0.552124
Iteration 28  lb 6080 ub 99430  cores 145 136 4  time 0.067517 0.606271
Iteration 29  lb 6094 ub 99430  cores 149 140 4  time 0.069549 0.636392
Iteration 30  lb 6095 ub 99430  cores 152 143 3  time 0.070995 0.664372
Iteration 31  lb 6095 ub 99430  cores 155 146 3  time 0.072348 0.721948
Iteration 32  lb 6097 ub 99430  cores 159 149 4  time 0.074353 0.747109
Iteration 33  lb 6104 ub 99430  cores 162 152 3  time 0.075944 0.777407
Iteration 34  lb 6122 ub 99430  cores 165 155 3  time 0.077523 0.860123
Iteration 35  lb 6125 ub 99430  cores 169 159 4  time 0.079288 0.924516
Iteration 36  lb 6126 ub 99430  cores 172 160 3  time 0.080712 0.966306
Iteration 37  lb 6152 ub 99430  cores 175 163 3  time 0.082372 1.04913
Iteration 38  lb 6156 ub 99430  cores 179 166 4  time 0.08416 1.08369
Iteration 39  lb 6162 ub 99430  cores 183 170 4  time 0.086184 1.15462
Iteration 40  lb 6162 ub 99430  cores 186 173 3  time 0.087806 1.21725
Iteration 41  lb 6182 ub 99430  cores 190 177 4  time 0.08976 1.32774
Iteration 42  lb 6187 ub 99430  cores 193 180 3  time 0.091425 1.44474
Iteration 43  lb 6191 ub 99430  cores 197 182 4  time 0.093351 1.56988
Iteration 44  lb 6200 ub 99430  cores 201 186 4  time 0.095646 1.69454
Iteration 45  lb 6203 ub 99430  cores 203 188 2  time 0.096715 1.75427
Iteration 46  lb 6205 ub 99430  cores 207 192 4  time 0.098704 1.88359
Iteration 47  lb 6211 ub 99430  cores 211 196 4  time 0.100508 2.00716
Iteration 48  lb 6212 ub 99430  cores 214 199 3  time 0.101962 2.11273
Iteration 49  lb 6214 ub 99430  cores 216 201 2  time 0.103013 2.24229
Iteration 50  lb 6216 ub 99430  cores 219 204 3  time 0.104462 2.30646
Iteration 51  lb 6218 ub 99430  cores 223 208 4  time 0.106642 2.42843
Iteration 52  lb 6223 ub 99430  cores 227 212 4  time 0.108405 2.54928
Iteration 53  lb 6229 ub 99430  cores 231 215 4  time 0.110241 2.70246
Iteration 54  lb 6238 ub 99430  cores 234 218 3  time 0.111662 2.93941
Iteration 55  lb 6241 ub 99430  cores 238 222 4  time 0.113467 3.18505
Iteration 56  lb 6242 ub 99430  cores 242 226 4  time 0.115236 3.30244
Iteration 57  lb 6243 ub 99430  cores 245 229 3  time 0.116868 3.42001
Iteration 58  lb 6244 ub 99430  cores 247 231 2  time 0.117913 3.67974
Iteration 59  lb 6260 ub 99430  cores 250 233 3  time 0.119505 3.91312
Iteration 60  lb 6265 ub 99430  cores 255 237 5  time 0.121939 4.15728
