lb 10148 ub 147342 before adjustment
745 unsorted cost functions
lb 0 ub 137194 after adjustment
costs ready
ub 86661 after 2nd adjustment
536 variables 1338 functions 10148 lb, 86661 ub
Iteration 0  lb 10550 ub 96809  cores 9 9 9  time 0.003901 0.001993
Iteration 1  lb 10632 ub 96809  cores 16 16 7  time 0.006532 0.005458
Iteration 2  lb 10804 ub 96809  cores 24 24 8  time 0.009147 0.008869
Iteration 3  lb 10869 ub 96809  cores 33 32 9  time 0.012239 0.012751
Iteration 4  lb 10920 ub 96809  cores 39 38 6  time 0.014513 0.016709
Iteration 5  lb 10943 ub 96809  cores 44 43 5  time 0.01614 0.026306
Iteration 6  lb 10976 ub 96809  cores 48 47 4  time 0.017759 0.034425
Iteration 7  lb 11059 ub 96809  cores 54 52 6  time 0.019898 0.043393
Iteration 8  lb 11078 ub 96809  cores 58 56 4  time 0.021365 0.054369
Iteration 9  lb 11163 ub 96809  cores 62 60 4  time 0.02289 0.060616
Iteration 10  lb 11174 ub 96809  cores 65 63 3  time 0.024017 0.066993
Iteration 11  lb 11177 ub 96809  cores 67 65 2  time 0.024829 0.073517
Iteration 12  lb 11224 ub 96809  cores 70 68 3  time 0.025961 0.080202
Iteration 13  lb 11238 ub 96809  cores 73 71 3  time 0.027128 0.090788
Iteration 14  lb 11240 ub 96809  cores 75 73 2  time 0.027944 0.097774
Iteration 15  lb 11253 ub 96809  cores 80 78 5  time 0.029653 0.11142
Iteration 16  lb 11280 ub 96809  cores 84 82 4  time 0.031165 0.122249
Iteration 17  lb 11290 ub 96809  cores 87 85 3  time 0.032304 0.133595
Iteration 18  lb 11296 ub 96809  cores 89 87 2  time 0.033124 0.147117
Iteration 19  lb 11316 ub 96809  cores 93 91 4  time 0.034598 0.167031
Iteration 20  lb 11324 ub 96809  cores 96 94 3  time 0.035734 0.18188
Iteration 21  lb 11328 ub 96809  cores 100 98 4  time 0.037286 0.204062
Iteration 22  lb 11343 ub 96809  cores 104 102 4  time 0.038791 0.225206
Iteration 23  lb 11350 ub 96809  cores 108 106 4  time 0.040383 0.24199
Iteration 24  lb 11374 ub 96809  cores 113 111 5  time 0.04221 0.259626
Iteration 25  lb 11392 ub 96809  cores 116 114 3  time 0.043429 0.281947
Iteration 26  lb 11393 ub 96809  cores 120 118 4  time 0.044818 0.303303
Iteration 27  lb 11422 ub 96809  cores 126 124 6  time 0.046946 0.331524
Iteration 28  lb 11439 ub 96809  cores 132 130 6  time 0.049049 0.359352
Iteration 29  lb 11442 ub 96809  cores 136 134 4  time 0.050512 0.387747
Iteration 30  lb 11452 ub 96809  cores 139 137 3  time 0.05175 0.416489
Iteration 31  lb 11468 ub 96809  cores 142 140 3  time 0.053036 0.457691
